"Little Brother",194493,6rxiSPOHgB7fGKeyl6QiYe,The Honorable,1522804230.173
"Unknown Mortal Orchestra",230146,0LPODKihyn7XCxFevkE3KY,So Good at Being in Trouble,1522804005.003
"NxWorries",106151,2VBMkgIQ2cT2uReXjniWsS,Reali(the)nd,1522803903.869
"Knxwledge",73897,0uOCcuZWM1XbZFqf9dkxLG,kometostai.aintreallynootherwaytoputitro,1522803834.976
"The Avalanches",252800,3f3HHRPF5vAo90GwdpDMaQ,Because I’m Me,1522803587.192
"mindbody&beats",95425,5zybRMyoCCQrlWH3KAsiy4,a.r.,1522803497.849
"Common",216866,1Ke6bqdvdGJF1ftvuO8qtP,The Food,1522801101.765
"Strange Fruit Project",259600,0rVmAzRuch2J8raISV60uM,Special,1522800848.248
"Black Star",346666,3Mz4AoWIedMfzCib1LYwMZ,Brown Skin Lady,1522800493.317
"Soul Khan",191361,1rdys7opkY9mge7jJ0QVoc,Soul Like Khan,1522800296.662
"Ghostface Killah",204902,0XZuJoI7RvGFs3aJW8xtpf,Street Knowledge (feat. Tree),1522800097.825
"Kanye West",235500,2dxjKgT0li4qBI3QwuN9Ih,Touch The Sky,1522799856.721
"Common",204546,3r7WTNjlxxTXParQCQeGZ8,The People,1522799657.674
"Nehruviandoom",294843,0Bne8z8Cbaj20Wko4MQXNO,Mean The Most,1522799466.839
"Freddie Gibbs",304546,7gDuP7JHRP6A9zwbTIA5gF,"Robes (feat. Domo Genesis, Earl Sweatshirt)",1522799236.179
"KAYTRANADA",121946,5ytmV00jr7di9K0O10dkBO,DESPITE THE WEATHER,1522799135.647
"Has-Lo",122231,0kMTNwSxthISMQAguELJlc,Reincarnate - Audible Doctor Mix,1522799010.494
"Scotty Atl",287059,3FDFY5afWGOMLqHjxFq6NX,Nigga Concentrate,1522798716.016
"Ari Lennox",150133,3VeuvRWfJLSOzeVPrgi5MR,Night Drive,1522798570.904
"Dom Kennedy",261176,3elZjWWqIVijinJPXVzO4E,Graduate,1522798315.792
"KAYTRANADA",344120,0HOq63A8H2BMIJzGFdWs79,TRACK UNO,1522732445.5
"NxWorries",127760,42w2krVjv84O8clFzoIR91,Kutless,1522732304.141
"Sugar Candy Mountain",192027,6jvqaaUtBmcnxQnf5XKzFo,Windows,1522732264.226
"Freddie Gibbs",226520,6m192NGYZHIbO5UBkkM4oN,Thuggin’,1522732043.661
"Matt Martians",224181,22GE8q8JZ9Szz48trWjFBC,Diamond in da Ruff,1522731892.87
"Flamingosis",245028,60pHETtVZP4hddnCg1sKpb,Believe in Me,1522731645.052
"Lupe Fiasco",312933,1R6nmC4HUGOGSKU02Wqa0v,The Coolest,1522731337.109
"Madvillain",142040,1BrzHVGCZEYj52ImDRSCP6,Boulder Holder,1522731201.18
"Wildcookie",175171,3EKzH4moV9wWTkVEdgz91A,Serious Drug,1522731004.956
"Phony Ppl",230973,2zk7TQx9Xa4yxYmsjgDCPp,Somehow.,1522730797.527
"Kanye West",324226,0RuJD7YfBO2gvj6smWkAgR,Spaceship,1522730454.588
