"Tame Impala",252908,2xxlzD6mWSbDHFEt1K41lX,"Mind Mischief - Ducktails Remix",1523320481.82
"Dr. Dre",270586,503OTo2dSqe7qk76rgsbep,"Still D.R.E.",1523320185.662
"The Equatics",163946,4X4NrHp5VpibgirzuImxXd,"Merry Go Round",1523320021.75
"Madvillain",130479,1Y2ExJJ9Dmb9po8K0ybSj3,"All Caps",1523319980.735
"Bugseed",82647,403SoB5RK59MkWQpeMRJLR,"O-hashi 2",1523319894.369
"Blu & Exile",248758,73J9c2eypnv5b78aIEo6Qz,"Growing Pains (feat. Johaz & Fashawn)",1523319650.637
"Dave B.",204534,6kP92fKzIyVJtNobCRsZ6G,"Right Here",1523319452.199
"STRFKR",244933,1wIvB8FPi5egImEtmvLxSE,"Something Ain't Right",1523319409.617
"Tennyson",271333,4l6Ni4ym9y3am94yvuKHcY,"Lay-by",1523319147.67
"Dom Kennedy",205958,7DmWyUbi1UryqRLBBw2Lvv,"Represent (I Like That)",1523318929.829
"The Internet",440013,300DUx4tdtCdGEUXR032jA,"Palace/Curse",1523318520.835
"Action Bronson",280160,7gDwRzJhLs0fFHaGtMDJVM,"Baby Blue (feat. Chance the Rapper)",1523318459.771
"Lupe Fiasco",289000,7dltD9eEX7X1zk8JJ9BS0e,"Superstar (feat. Matthew Santos)",1523318175.733
"Strange Fruit Project",259600,0rVmAzRuch2J8raISV60uM,"Special",1523317921.641
"Thundercat",188385,5dcZUsgcMW57ju0A379O7c,"Them Changes",1523317716.656
"Kanye West",221226,3KUpGMnZL76I9E7FoWV1re,"Through The Wire",1523317470.238
"Ghostface Killah",204902,0XZuJoI7RvGFs3aJW8xtpf,"Street Knowledge (feat. Tree)",1523317260.699
"Kendrick Lamar",173158,5DO1SazQppcsKQ1c1JpyQz,"Hol' Up",1523316999.27
"Kanye West",227893,1XQhZctQWzkznclbmbE7FQ,"Everything I Am",1523316776.398
"Cam’ron",204706,4gdQ8QShlC3toP9Mkc8DwB,"Oh Boy",1523316577.762
"Joey Bada$$",207058,4ntsD33Pgsgk8rUyZLLiUV,"DEVASTATED",1523316546.098
"Mos Def",246440,3gRlmtdCyNoKiyozn2pqc9,"Mathematics",1523316304.642
"Dom Kennedy",198014,7yflDT7Hm2j9Y8BFqf5IqT,"Dream To Me",1523316112.832
"The Alchemist",127146,5oJiBUOfs46P2Dm0S1KQie,"Genesis & Omega",1523309944.904
"Madlib",236306,5bx0tMIUHBVBtfcZjo2iab,"Slim's Return",1523309714.707
"Statik Selektah",214293,2MkFXCcdvVl0LkZmFQ5vYK,"Bird's Eye View",1523309655.478
"Caleborate",260540,36XgKrLQnFuhjR5ZBkMiht,"From The Eastbay With Love",1523309382.503
"Pyramid Vritra",137964,1uyts822ReHsMUiEpVSQn0,"Track Three",1523309235.633
"Blu & Exile",236465,5hYEaLnayI7QbBV9vXyu5Y,"Maybe One Day (feat. Black Spade)",1523309004.722
"MF DOOM",237560,2EgKt2QKhU7GYCc73mBRR6,"Lovage",1523308907.746
"NxWorries",147573,2HSOplZKcSsrO4Wof9yWSp,"Another Time",1523308766.165
"Quelle Chris",213000,7sij1RXUTjEBZEkGGtWgxR,"Popeye",1523308543.854
"Anti-Lilly & Phoniks",200829,3oNn2Qg40BPekTa4zxpSp2,"Blue in Green",1523308349.154
"Blakface x SeanWyze",230899,3YeMropKuuqqfrGvj00uux,"Respect",1523308096.758
"Weezer",256880,4YPhn26bIFm2KUkL1VLzQG,"Say It Ain't So",1523307829.529
"Odd Future",202066,67nRofeeMvysUeO4FxB6tL,"Sam (Is Dead)",1523307608.193
"Smoke Dza",255910,6efQ7Z9hjoP9uWxLtsTJ3C,"Dusk 2 Dusk",1523307358.231
"Dom Kennedy",198014,7yflDT7Hm2j9Y8BFqf5IqT,"Dream To Me",1523307141.729
"Isaiah Rashad",250357,1YnhmaHKpNEroXiGqc3BLT,"Brenda",1523306880.362
"NxWorries",106151,2VBMkgIQ2cT2uReXjniWsS,"Reali(the)nd",1523306780.343
"Curren$y",144461,5Tkg3u47kMqpNHiTK9bSDe,"Hoe Train",1523306612.302
"Lonnie Liston Smith",365600,5W080sGnxUROqtv6tL5m07,"Expansions",1523306494.732
"Idris Muhammad",310600,4YOhKKf8uV00LY7pvRqxQd,"Crap Apple",1523306189.142
"Universal Togetherness Band",330853,0vnms8M4jYsDlA5MT8GcCV,"Ain't Gonna Cry",1523305863.665
"Weldon Irvine",199320,5Fse8BFC410yZ4kpVqBCHt,"Morning Sunrise",1523305657.226
"Madvillain",115826,6WnYONkaYOchkMXUz0Eu0W,"Fancy Clown",1523305521.49
"Kool G Rap",264537,1s92LwFTivD2f9o0s2hb78,"Naturally Born",1523305438.532
"Freddie Gibbs",226520,6m192NGYZHIbO5UBkkM4oN,"Thuggin’",1523305236.137
"Rapper Big Pooh",335627,1pCBtqNsKO9Zf61YJ7AnGd,"Kings (feat. Jalen Santoy, Novej, Lute)",1523305105.975
