"lojii",138202,4fIGn62i1gtuzsi9Bzgxed,"due rent",1524535372.042
"Quelle Chris",153640,6Bv8sxmUh2H6FMcL7AiEqw,"Sleek Rifle",1524535223.395
"CRIMEAPPLE",240000,4ouQkak8DBTNd4pNSnjYap,"Thought You Should Know",1524534988.396
"Chester Watson",135230,3kxZU0JYNPHmP4vZXgDFM9,"Phantom",1524534858.188
"Fly Anakin",218369,63A66lAc7Kg91xnCfbE4SY,"When Thugs Cry",1524534645.902
"Chicano Batman",244000,0r1sOGFlp5or50ez2NQr95,"Freedom Is Free",1524534379.996
"Kanye West",245866,2DHNCWZYmVr1Lv08q5b0kB,"Roses",1524534243.022
"Luke Tennyson",138959,4dNwzB7yuTf8jSYZSlok7C,"Favorite Colors (feat. Kyle)",1524534109.033
"Earl Sweatshirt",127413,43tVqovviXhkmOV5LOkTn7,"Burgundy",1524533986.687
"J. Cole",200309,5S9alBPKlNUOeXHJXiqeSx,"Kevin’s Heart",1524533792.521
"Neon Indian",264000,5g3TDpgy1J1woAUVuj21EE,"Polish Girl",1524533014.919
"AKTHESAVIOR",199365,1WcwRRRaRSjwiVUJpgBu7m,"Melting Amethyst",1524532804.688
"ScHoolboy Q",325600,3yg7fx2DVjbQRLoROq3wA8,"Kno Ya Wrong",1524532474.804
"Triathalon",190106,6wbDqobV3CSsfX8jKB9KrF,"South Side",1524532270.039
"HOMESHAKE",179733,0J6LNjtX37SlLbfnQKcmMW,"Serious",1524532075.739
"Greg Grease",253613,3TfIVyEPDyae0gOdNOvj28,"C.R.E.a.M. Dreams",1524531821.699
"A$AP Rocky",183809,3ZYwSDF9knZI0RVlKR4PHC,"Bad Company",1524531633.616
"GoldLink",176702,15EPc80XuFrb2LmOzGjuRg,"Crew",1524531343.668
"Tyler, The Creator",194933,6KuXb26rHuRy3ZDse1VRmx,"Where This Flower Blooms",1524531291.066
"J. Cole",331480,3pjUyVbFmM96tYhSaKJwTt,"Change",1524531018.328
"A$AP Rocky",233061,1YmF9PvLhIISIANoMLIYGq,"A$AP Forever",1524530967.591
"J. Cole",237426,0eneujAc4PxkdjP25Gsue1,"False Prophets",1524530728.897
"J. Cole",200309,5S9alBPKlNUOeXHJXiqeSx,"Kevin’s Heart",1524530515.561
"Curren$y",189000,1dVv3gEVfJPMLFV0h06YGa,"Anything",1524520711.14
"Caleborate",260540,36XgKrLQnFuhjR5ZBkMiht,"From The Eastbay With Love",1524520429.267
"Yeek",234657,0UL9k9TMNq1kPWzNQi8CJg,"Highways",1524520173.619
"BadBadNotGood",351875,2206WkVgMGyvvuutV23JZ3,"Hedron",1524520122.862
"Scotty Atl",287059,3FDFY5afWGOMLqHjxFq6NX,"Nigga Concentrate",1524519770.484
"Isaiah Rashad",248488,0wfrsR4P16Zj4BeI5hyPO5,"Brad Jordan (feat. Michael Da Vinci)",1524519666.029
"Unknown Mortal Orchestra",230146,0LPODKihyn7XCxFevkE3KY,"So Good at Being in Trouble",1524518836.163
"Joey Bada$$",213333,1fb6b2Mas9q2mWxJazzeRI,"Waves",1524518594.709
"Organized Konfusion",260240,42uZ7SIhGFLpDBLMixEeNd,"Let's Organize",1524517632.084
"Nehruviandoom",294843,0Bne8z8Cbaj20Wko4MQXNO,"Mean The Most",1524517373.819
"Jonwayne",274562,1ObnPgxqaii7HaaehgBaYN,"40 Winks - Instrumental",1524516992.674
"Vundabar",270948,5jhKUd7znWRTtbtSNP8pRy,"Greenland",1524512817.033
"HONNE",261594,7vKG1DfryZiZiTX2KVFTz8,"Warm On A Cold Night",1524512521.63
"J Dilla",60866,2muINSxRnFSMYwYVJReuaf,"U-Love",1524512442.322
"Domo Genesis",193093,3seHx466iTcUmWE9dOVB3v,"Dapper",1524512242.436
"Kanye West",81786,6B8h0AJ9iFdXBiiJkPHv69,"Graduation Day",1524512163.824
"JL",227357,7bEPt1qisU8oE0eTm0cGNu,"Trip Samples",1524511940.491
"Curren$y",270000,1WoMECBENsiT6jUttDsai7,"Moonlight (feat. Cornerboy P & Young Roddy)",1524511660.129
"Curren$y",279333,4b5aWF2FngmnDprxK7AyCh,"Fetti",1524511384.015
"J. Cole",216706,3YpZCyr3OOQsASKaUUzrQ2,"ATM",1524511171.618
"Roy Ayers",286533,4kltiVelGMzmWBgVGFeV9f,"Liquid Love",1524511069.201
"J. Cole",200309,5S9alBPKlNUOeXHJXiqeSx,"Kevin’s Heart",1524510873.196
"Palomasunderground",215457,6TkhPwr9XQt0bFvGRwuFUO,"Muriendo",1524510746.523
"Knxwledge",57639,5N5Hrgt6hEZczITxpn4YRg,"OpinyunGayme",1524510692.056
"MED",261533,7fnC8GgNoAM9QAZ6qHB8PG,"Finer Things",1524510369.813
"88-Keys",189360,0hAKhYQYWD9l4TTDmI620a,"Stay Up! (Viagra) [feat Kanye West]",1524510183.534
