"GoldLink",226164,3NsPvsr9VrcMtAxJ50XCL9,"Summatime",1522814661.53
"Earl Sweatshirt",127413,43tVqovviXhkmOV5LOkTn7,"Burgundy",1522814525.13
"Summer Salt",134540,4b2rTEG9vXwNYikfSDUdsP,"Manastra",1522814466.809
"Jerry Paper",301200,3sHhbjira3xWxZvHG0gXnr,"Wastoids",1522814171.736
"Samiyam",283403,6XKdQ1LdislQroUcQuObif,"mr. wonderful",1522813883.766
"Edan",152933,7Kf7nWo8hgR8bW3oBGrTI3,"Sagittarius Rapp",1522813710.634
"MF DOOM",282680,03sEEzFv7vnD54KRwU47Ue,"Red and Gold",1522813433.627
"Ted Taylor",153319,0VHSTRmqFJ5DXcG5pfzSjB,"Be Ever Wonderful",1522813275.01
"Jack Wilkins",298798,3Mbkhd9tdMwyqbrVE3IODX,"Red Clay",1522812981.217
"Wun Two",147000,6tuI4sCHSL0qrYdeaWHbbn,"Tempestade",1522812840.33
"Masego",194157,6zWU7YALeEDMcPGhKKZJhV,"Navajo",1522812640.939
"Vritra",153808,0bOsBr9EKSpJnsJaVF9f6l,"224 - Mndsgn Remix",1522812492.96
"SLik d",246688,5x5FDgD8Volpea3SeIG803,"Still Chillin' (feat. Siopao J & Marion Write)",1522812240.551
"Madvillain",115826,6WnYONkaYOchkMXUz0Eu0W,"Fancy Clown",1522812130.569
"The Jazz Jousters",202666,1vXj9HsfKRjpbJeZMqn7iC,"Starry Night",1522811921.502
"Hieroglyphics",271400,7FXj7qI1rSovFpvVjleUrE,"Oakland Blackouts",1522811846.059
"Hugh Augustine",292339,1qX7H8wXoaaGCCueVDzsTr,"Cool",1522811801.412
"Kero One",277053,2AuBG5qPspUXiwE02r6nVP,"Give Thanks (feat. Niamaj)",1522811529.4
"Smino",169319,6efkcs2aUBMFKxl0cl2JWQ,"Wild Irish Roses",1522811365.038
"Guilty Simpson",201398,7I633Kjfnn8TQLBvnffQ4q,"I Can Do No Wrong",1522811168.677
"River Tiber",152250,2GRDDzw7TnGRawKSZPnKv2,"West (feat. Daniel Caesar)",1522811021.703
"Isaiah Rashad",229218,6zSwnPvoqQ2bzvYMlt3u4u,"R.I.P. Kevin Miller",1522810769.063
"Nas",260800,2PRsh2LNPxoxC9OnErnelg,"Halftime",1522810513.302
"Cam’ron",204706,4gdQ8QShlC3toP9Mkc8DwB,"Oh Boy",1522810314.032
"Summer Heart",247572,3EA4HwrlLdDJ3b4cX7JfqC,"I Wanna Go",1522810131.048
"Twista",316053,32UioUCnMFsr2UN7SvDyXj,"Slow Jamz",1522809819.975
"Blu & Exile",95972,3b0tvkTkszyK6JrJj9HuwF,"A Letter",1522809730.113
"Calez",251062,49aG1aeAhtoAr9zxNK2bg4,"Play Last",1522806840.869
"Calez",229616,0MZuJcPrGNzu3TVxafDMyB,"Play First",1522806601.976
"Mac Miller",216000,66wkCYWlXzSTQAfnsPBptt,"My Favorite Part",1522806359.392
"Ruby Empress",223813,5k3fT4ylXfQpE2M29sP3iL,"Strung Out",1522806141.689
"Chicano Batman",229381,2wsW7FXHByxfP6Qzwf4iaj,"Black Lipstick",1522805893.833
"Black Star",203680,1mIpDPCehnf3EPk6J4ZCUF,"Astronomy (8th Light)",1522805667.369
"Curren$y",174811,2Y43URuI8xl1upm0dcUnC6,"Welcome",1522804901.574
"KAYTRANADA",276760,0aocB2ukxn2Gy663wEEW3j,"VIVID DREAMS",1522804851.303
"Kanye West",374413,0zLClc0emc6qUeV1p5nc99,"No More Parties In LA",1522804482.979
"The Internet",284186,1x0OUPKa4Rcj1jCoLI66bZ,"Penthouse Cloud",1522804433.48
