"Madvillain",90133,6xSBcheWUUOJPAf0mQTQ80,Operation Lifesaver aka Mint Test,1522720608.033
"20syl",264615,1nS11tbouDeynmAjYDlojd,Dust Clouds,1522720334.943
"Kam Robinson",107049,3JQSLbov32rTtgzhrnRIrp,Summertime,1522720216.125
"Erykah Badu",325960,0ZKCq8E5QS4lRjEtFvZqZX,Get MuNNY,1522719878.55
"Mecca:83",144048,2oRJH5umfbboE1JWMUG5TI,Loungin,1522719741.312
"Blu",262332,2CGn4ZSLesLCyKVgeRGvb1,He Man,1522719484.009
"Larry June",233221,7rcgKL2g6ZPelLXqjeSI7Q,Game for You,1522719255.742
"Tyler, The Creator",237000,5SxlUF7J8tyFIEF22EomeP,Pothole,1522719024.862
"Vritra",170579,4KAOpkckI4hBaH6OjKQYQ8,Loop,1522718945.423
"MF DOOM",193095,3h92fofGiiWarowjuCqItP,Mic Line,1522718754.345
"Dom Kennedy",256784,6Kvvpgj8Q48pHQBiKGFKgd,In Other Words (feat. Troy Nōka),1522718473.418
"Ka",222760,1oMkIvU8YIStqZ3KARcl5I,Grapes of Wrath,1522718221.318
"The Purist",181079,72TgoXc6ASwFQ11UuPqtgS,Pimp Hand,1522718045.206
"Vic Mensa",315173,6I0XPgr0SFHQcKy9v7Gf0K,Say I Didn't,1522717736.165
"Dirty Art Club",158929,35FrTrB3SRaSuz94x9SxRD,Sun Burn,1522717577.415
"Open Mike Eagle",203255,3sxVEWDtMwY42OwoAQgM7h,Dark Comedy Morning Show (feat. Toy Light),1522716898.694
"Thelonious Martin",177305,5S5cuxVUcRtDBWqjD9VYEj,September,1522716698.844
"J. Cole",307866,3YjQfsV7vIDj0eovuUlbK7,Villuminati,1522716383.981
"Junie Morrison",222423,63d2bgv1B4yWFmhCs2TovX,Suzie Thundertussy,1522716166.582
"Nas",217826,1Ci9DKKocAciiLJPN3QikK,Still Dreaming,1522715953.726
"Jarv Dee",222117,2Ibkt6APuiKEiVD3wvlQJm,I Just Wanna,1522715713.115
"Mick Jenkins",274825,7tkqxOV765aQ6s45fBijjt,Vibe,1522715665.169
"Curren$y",189000,1dVv3gEVfJPMLFV0h06YGa,Anything,1522715481.242
"Isaiah Rashad",250357,1YnhmaHKpNEroXiGqc3BLT,Brenda,1522715236.96
"Kanye West",243440,6bXOlIfGIWh7Tyn4oyvLQW,I Wonder,1522714462.964
"A$AP Rocky",255253,6br4Pc0BzU6dTD5fEmks2i,Electric Body,1522714426.713
"The RH Factor",470546,6CAYXIhkBARYmy7kVNDIOi,I'll Stay,1522714369.336
"Steve Lacy",173104,37y7iDayfwm3WXn5BiAoRk,Dark Red,1522714199.425
"Dela",128114,7hb2hEHV71IqQFz3WrhAUj,Stakes Is High,1522714074.395
"Lou Phelps",233311,7AewiR0SOgfi8AXBnQz6Ih,Average (feat. Kallitechnis),1522713720.098
"Ruby Empress",259560,5KYZNIah2ZV1Yme7WMyY8E,Escapism Deluxe,1522713367.059
"T.I.",270120,1hzJQIkgXwZevaKsc7iA6D,About the Money,1522713092.176
"Curren$y",213826,2hEIf6XSRy6b0og01o6ovc,You See It,1522712869.085
"Vundabar",320075,7vlX33qkhVUSMUe0wpTOyc,Holy Toledo,1522712555.087
"Kanye West",448000,46fk9wjYcPm0sgym2b7EEE,We Major,1522712191.279
"River Tiber",259279,3rQKRWWKQHfqbVuBU2Hdbx,Patience,1522711930.723
"Tame Impala",356946,7qU7vhCPKhkDiJYGoboISc,Apocalypse Dreams,1522711565.427
"Ruby Empress",196840,4zHHXoyJMHV7cnEXPnECGO,Lovelight (JV-30),1522711374.67
"Travis Scott",201263,33zbOXJSwW7uf4VXXWow2O,the ends,1522711148.962
"Tomppabeats",91504,5qC17VMNoZdF2gAw28FtsV,Monday Loop,1522711063.571
"HOMESHAKE",174342,4rMXiffcTBsg1QJUcV9Rhn,Midnight Snack,1522710911.346
"The Alchemist",273106,29NDqo8Mce8eizxAEwZcnX,Shine,1522710634.801
"Kiki Gyan",568546,3VuMRYgkhSteigqPpDYkWm,Loving You,1522710071.306
"Cosmo Pyke",270926,2RGe02P8xxSF9syj0ltPjX,Chronic Sunshine,1522709806.477
"Curren$y",129853,0waIbBpcf9oXHEQpk2SCRw,What's What,1522709668.538
"Isaiah Rashad",248488,0wfrsR4P16Zj4BeI5hyPO5,Brad Jordan (feat. Michael Da Vinci),1522709415.244
"KOOL A.D.",260310,38QLhjzeD6N4QXyhep46Yi,The Front,1522709126.218
"Weldon Irvine",199320,5Fse8BFC410yZ4kpVqBCHt,Morning Sunrise,1522708932.987
"Cassius Clay",168542,35ojazSaiMj0h4A2emmPo0,ENTITY,1522708719.694
