"RBL Posse",368533,4rDmi1LPRaHm7ak0dcQYKo,"Don't Give Me No Bammer Weed",1524380636.786
"Ant Banks",251706,48M3r4VBLBtM7eytah6wxv,"Parlayin'",1524380538.145
"2nd II None",199640,3ZRSKCQSLGyyiWBSqHOXWq,"Ain't Nothin' Wrong",1524380420.13
"Shade Sheist",230204,1EGz2LCpnCzRXvXNcsEKg7,"Stack Bangin (feat. Mack 10 & Techniec)",1524380306.053
"RBL Posse",356466,6I8a1UIL7b0tHXbJD7Rhcu,"G's by the 1,2,3's",1524379952.632
"Warren G",203026,2ImuQo1g14CTR9hZAZD3aQ,"This D.J.",1524379752.835
"Lil 1/2 Dead",314506,2kxVBqlXHbR9xfmNVALUlo,"12 Pacofdoja",1524379441.528
"Ant Banks",313760,7oYstLftdzP4P407kB82iG,"Smokestrumental",1524379272.279
"Ant Banks",313760,7oYstLftdzP4P407kB82iG,"Smokestrumental",1524379130.843
"DJ Quik",108800,40hRYfBECQqk5Bj3RNdPeY,"Quik's Groove",1524379096.523
"Brotha Lynch Hung",233666,69eff3BpoWig4xVcToPwba,"Season Of Da Sicc",1524379001.47
"Ant Banks",245506,5u5wAZBCn31nJz9YqfrAk5,"Do Or Die",1524378744.992
"Mac Dre",224813,4sqGlfDc7QCPvAvUBk4OKn,"Fellin' Myself",1524378595.016
"Ant Banks",223466,1rz6w1jTStjZ57m5sj9AMi,"Big Thangs",1524378455.937
"E-40",327266,30QatqmeD6QMbGbPjVAons,"Rapper's Ball",1524378204.792
"DJ Quik",262866,76mBeJwWaSq3CeDfO4UqSh,"Itz Your Fantasy",1524378078.135
"Warren G",203026,2ImuQo1g14CTR9hZAZD3aQ,"This D.J.",1524377878.316
"Ant Banks",326066,36819IF46nYh3d930tTLEl,"I Think I Wanna Die (Losin' It)",1524377555.518
"Too $hort",349466,2JaGw7dXV7yo4Pl1ZQvf2e,"In the Trunk",1524377210.187
"E-40",264506,4tY6O5Tbj5yTofc7A4XeDe,"Sideways",1524377153.082
"Rappin' 4-Tay",254533,0leOWmtrWIVm366hd5EYZO,"New Trump",1524376902.808
"DJ Quik",205560,23trPalTVGb4H4CzyHrQ9W,"Born and Raised In Compton",1524376688.134
"Ant Banks",251040,0HN9dfZ5viDZJysK3EiSyg,"Hi-Speed Anthem",1524376441.147
"Tha Dogg Pound",290440,3ooAjhyOZ1xttGD0iq1GVO,"New York, New York",1524376138.018
"Too $hort",351506,1fKJmRmTiMBz2CpOfkrBKw,"We Do This",1524375789.924
"Ant Banks",291973,4yj14guxTkjHOInwBunVWo,"4 Tha Hustlas",1524375500.908
"Spice 1",249640,7KqCsGOyUOiwA59B3wgmnr,"Welcome To the Ghetto",1524375255.448
"MC Eiht",288626,76cDr3LpV0ekLvjQy2jMVv,"Dayz Of 89'",1524374955.633
"Ant Banks",277933,1GrW8SlSbI7mHNkmiQi9qq,"Make Money",1524374680.856
"Warren G",248866,7nYvUtkQMx1v80S2FH2s9J,"Regulate",1524374435.99
"Warren G",209397,1dhN2eqowk5LSAKk8GW7S5,"Relax Ya Mind",1524374379.394
"DJ Quik",288666,5HP2cXsmqmSRkJuVjyMWVW,"Safe + Sound",1524374285.473
"E-40",288297,4ixD6bSwnSlzuBrd2c80vI,"Captain Save A Hoe",1524374017.723
"ScHoolboy Q",214333,1iY2DB9Bpn1r8mBgoFLBOG,"By Any Means",1524373774.867
"ScHoolboy Q",334906,03S5vMBN07OOnPj1SCMsxV,"TorcH",1524373552.1
"ScHoolboy Q",379946,1MY4HVXfBkUg1mUjmCjznI,"Groovy Tony / Eddie Kane",1524373450.823
"ScHoolboy Q",287360,2glfyBSK3wqoumtEVN1F07,"Ride Out",1524373182.961
"ScHoolboy Q",194120,3S1Q4qmbzVZWwMOtZ0RNcs,"Blank Face",1524373071.748
"ScHoolboy Q",219026,7sr74Bz3GBTNMQe1m4F5Ut,"JoHn Muir",1524372855.589
"ScHoolboy Q",222146,7pda6TLAbVGxUjIUtbiNt0,"Dope Dealer",1524372612.899
"ScHoolboy Q",325600,3yg7fx2DVjbQRLoROq3wA8,"Kno Ya Wrong",1524372424.099
"ScHoolboy Q",222320,7M9m87NlRxY5YJYgcWrVhR,"Black THougHts",1524372370.164
"Chicano Batman",244000,0r1sOGFlp5or50ez2NQr95,"Freedom Is Free",1524372095.841
"The Alchemist",210541,2QVJSLrp77jDwjrE0RtOPC,"Rookies of the Future (feat. RiFF RAFF & Action Bronson)",1524372029.37
"Generationals",266080,2mifc0chfD2UKIwtRBDQDV,"Please Be It",1524371766.714
"Action Bronson",239466,3clX2NMmjaAHmBjeTSa9vV,"Actin Crazy",1524371515.692
"Action Bronson",284778,1jDIC1iM2sKteWL1OBlcEA,"Knicks (Bonus)",1524371234.11
"Generationals",217160,2xUGyb0iEgZtsbHRxtJTVT,"Greenleaf",1524370833.797
"Masta Ace",162266,0z7tBRve90MDf5obebwRL0,"Crush Hour (feat. Pav Bundy)",1524370653.968
