"Matt Martians",224181,22GE8q8JZ9Szz48trWjFBC,"Diamond in da Ruff",1523399739.399
"Marcellus Juvann",254698,0ecA2Mlr8kjR3PMWSo1Xak,"Private Party",1523399480.967
"J-Tek",176245,1D9AUeF9jnbIYghN2lSxIz,"93 Vitals'",1523399299.707
"Erykah Badu",366693,58yWJFglBzvZ7Zao70lGtJ,"Fall In Love (Your Funeral)",1523398910.777
"Curren$y",190516,1wImUPvZ4AwcalEK6ZR17b,"100 Spokes",1523398696.48
"Dom Kennedy",198014,7yflDT7Hm2j9Y8BFqf5IqT,"Dream To Me",1523398490.315
"The Equatics",233452,7crtAUTSKANfQQQsGM7I7o,"Cicso Fare",1523332615.316
"Mac Miller",305350,5iUQMwxUPdJBFeGkePtM66,"Dang! (feat. Anderson .Paak)",1523332314.987
"Michael Franks",239439,1suCl9Q5tExNARBRPdgKLe,"St. Elmo's Fire",1523332081.225
"MF DOOM",299626,12Lemsk6c6ohm9afZxYUBz,"Deep Fried Frenz",1523331849.985
"Galimatias",214909,1hgVBq83CWNGuNLmkSGO2C,"Ocean Floor Kisses",1523331640.115
"BROCKHAMPTON",183562,1QYpYXj7uPYa0obpLF0HFW,"MICHIGAN",1523331462.035
"River Tiber",152250,2GRDDzw7TnGRawKSZPnKv2,"West (feat. Daniel Caesar)",1523331290.939
"Scienze",209377,1Mf0wMktULmsA4cqXOPcPB,"Charlie Brown (feat. Blu)",1523331073.934
"Deca",179391,7tmfrvAm84ntXtwbn1ybgt,"Breadcrumbs",1523330899.664
"Count Bass D",79320,3sJgcMDzgKTwoHZisgHvSP,"Quite Buttery feat. DOOM",1523330783.767
"KAYTRANADA",276760,0aocB2ukxn2Gy663wEEW3j,"VIVID DREAMS",1523330512.116
"Generationals",225093,2OFHvtxrpHHLD7m0t0P3Lm,"Trust",1523330255.412
"Elements of Music",263628,5cfIibuUGxlrdXcNaWmAnQ,"Get Along (feat. Anderson .Paak & Blu)",1523329997.179
"Elements of Music",95400,3SF18NZ8KPmzj0SrfMiDON,"Www.Int",1523329882.38
"J Dilla",71666,3T3oG6g4aTqPzvy8bAD6Kw,"Welcome To The Show",1523329804.562
"Pastor T.L. Barrett",419561,4HNbRPTXTKaBwX7qSmkQu6,"Father Stretch My Hands",1523329377.134
"Anti-Lilly & Phoniks",200829,3oNn2Qg40BPekTa4zxpSp2,"Blue in Green",1523329141.327
"Granata",255216,27x2tIcwJswikH4dOgUg5x,"You Dont Need Me",1523328892.198
"Phoenix",224973,61sSJHLos9i5TPwaqGNxCz,"Fences",1523328656.115
"Nas",217826,1Ci9DKKocAciiLJPN3QikK,"Still Dreaming",1523328443.31
"Dom Kennedy",193656,64j9yg1wGwHVcrdzM4bBBb,"Word Around Town",1523328255.357
"Chester Watson",69187,040bfxASXZ4RHrb5my05ZT,"Picbascassquiato",1523328170.379
"Mndsgn",152984,6AQobWDXD64OnrlmIeZaja,"Camelblues",1523328009.619
"Madvillain",150520,1P3eYnB5KiF4S2qZ7iQnOP,"Raid",1523327864.206
"Kiki Gyan",568546,3VuMRYgkhSteigqPpDYkWm,"Loving You",1523327274.219
"DJ Cam Quartet",299693,4aNsaULjrRRMUPXP9IcDEa,"Rebirth of Cool",1523323914.067
"Kanye West",235500,2dxjKgT0li4qBI3QwuN9Ih,"Touch The Sky",1523323671.298
"Drake",328573,3cBUv0RIoEyAm2b7qimEY6,"Thank Me Now",1523323347.665
"Domo Genesis",161653,1WsRuvitfegWXQJKRgRZrj,"Coming Back",1523323191.979
"People Under The Stairs",266973,6Gkdq550XBZoACE78rYD6g,"The L.A. Song",1523322914.586
"Joey Bada$$",266382,78kHHBanEhDPeKuWj4eP0s,"Like Me",1523322646.842
"Kanye West",198440,7jAxGkXU58FwNMjqoMahn7,"Celebration",1523322453.382
"STRFKR",194106,3K4gWURajKtVQZk4NuQFWj,"Tape Machine",1523322264.299
"Kanye West",332250,5RjbFGeWVsCpw8EcE8OrvZ,"Gone",1523321937.07
"Marcellus Juvann",204904,4AVYSOoAyFByDNZWEiRULj,"The Fall (Prod by Jayze & SDot Fire)",1523321736.944
"Jeremiah Jae",197148,2UGyvlaEcpnXfII08jcco4,"Survival (feat. Oliver the 2nd)",1523321539.524
"Logic",282133,0P1wH403SZCVHRrHzdSAUu,"I'm Gone",1523321263.469
